_id,user_id,task_id,results,createdAt,updatedAt,__v
65fd557b7d88869ed14fdc65,688dc852-0a3a-4a45-a330-da102bc628ef,task1,"{'familiarity': 2, 'complexity': 5}",2024-03-22 09:55:07.597,2024-03-22 09:55:07.597,0
65fd565b7d88869ed14fdc71,688dc852-0a3a-4a45-a330-da102bc628ef,task2,"{'familiarity': 2, 'complexity': 5}",2024-03-22 09:58:51.771,2024-03-22 09:58:51.771,0
65fd56997d88869ed14fdc79,688dc852-0a3a-4a45-a330-da102bc628ef,task4,"{'familiarity': 2, 'complexity': 6}",2024-03-22 09:59:53.369,2024-03-22 09:59:53.369,0
65fd570c7d88869ed14fdc81,688dc852-0a3a-4a45-a330-da102bc628ef,task3,"{'familiarity': 4, 'complexity': 4}",2024-03-22 10:01:48.214,2024-03-22 10:01:48.214,0
65fd5d34d4a80ca04989be92,83dc2ca4-3ff9-4ee4-9aa0-c27b994a4e07,task3,"{'familiarity': 5, 'complexity': 2}",2024-03-22 10:28:04.157,2024-03-22 10:28:04.157,0
65fd5dd4d4a80ca04989be9c,83dc2ca4-3ff9-4ee4-9aa0-c27b994a4e07,task4,"{'familiarity': 1, 'complexity': 2}",2024-03-22 10:30:44.388,2024-03-22 10:30:44.388,0
65fd5f0bd4a80ca04989beaa,83dc2ca4-3ff9-4ee4-9aa0-c27b994a4e07,task2,"{'familiarity': 4, 'complexity': 5}",2024-03-22 10:35:55.878,2024-03-22 10:35:55.878,0
65fd5f5dd4a80ca04989beb4,83dc2ca4-3ff9-4ee4-9aa0-c27b994a4e07,task1,"{'familiarity': 1, 'complexity': 1}",2024-03-22 10:37:17.691,2024-03-22 10:37:17.691,0
65fef82d8808b5e176f8624a,b1622f74-6811-4815-9cd7-fb0e5fc11ec6,task1,"{'familiarity': 2, 'complexity': 6}",2024-03-23 15:41:33.104,2024-03-23 15:41:33.104,0
65fef8308808b5e176f8624c,9ce6999c-15de-45d1-a192-52b826bb7129,task4,"{'familiarity': 2, 'complexity': 3}",2024-03-23 15:41:36.547,2024-03-23 15:41:36.547,0
65fef9a48808b5e176f86266,b1622f74-6811-4815-9cd7-fb0e5fc11ec6,task2,"{'familiarity': 1, 'complexity': 4}",2024-03-23 15:47:48.773,2024-03-23 15:47:48.773,0
65fef9e98808b5e176f86272,9ce6999c-15de-45d1-a192-52b826bb7129,task1,"{'familiarity': 2, 'complexity': 2}",2024-03-23 15:48:57.061,2024-03-23 15:48:57.061,0
65fefa0c8808b5e176f8627a,b1622f74-6811-4815-9cd7-fb0e5fc11ec6,task4,"{'familiarity': 4, 'complexity': 6}",2024-03-23 15:49:32.373,2024-03-23 15:49:32.373,0
65fefb238808b5e176f8628a,9ce6999c-15de-45d1-a192-52b826bb7129,task3,"{'familiarity': 1, 'complexity': 2}",2024-03-23 15:54:11.447,2024-03-23 15:54:11.447,0
65fefb258808b5e176f8628c,b1622f74-6811-4815-9cd7-fb0e5fc11ec6,task3,"{'familiarity': 4, 'complexity': 3}",2024-03-23 15:54:13.992,2024-03-23 15:54:13.992,0
65fefbbd8808b5e176f8629c,9ce6999c-15de-45d1-a192-52b826bb7129,task2,"{'familiarity': 1, 'complexity': 1}",2024-03-23 15:56:45.458,2024-03-23 15:56:45.458,0
65fff987c88a726268bec2b2,8e9abc21-7629-498f-a17f-8775ef5f0387,task1,"{'familiarity': 5, 'complexity': 2}",2024-03-24 09:59:35.563,2024-03-24 09:59:35.563,0
65fffaaec88a726268bec2c0,8e9abc21-7629-498f-a17f-8775ef5f0387,task2,"{'familiarity': 1, 'complexity': 3}",2024-03-24 10:04:30.159,2024-03-24 10:04:30.159,0
65fffb1bc88a726268bec2c8,8e9abc21-7629-498f-a17f-8775ef5f0387,task4,"{'familiarity': 1, 'complexity': 6}",2024-03-24 10:06:19.344,2024-03-24 10:06:19.344,0
65fffc5ec88a726268bec2d0,8e9abc21-7629-498f-a17f-8775ef5f0387,task3,"{'familiarity': 6, 'complexity': 4}",2024-03-24 10:11:42.902,2024-03-24 10:11:42.902,0
66000113e6ccc62f82a3227b,b317fef8-c92f-4535-bd04-c19a522b55cb,task2,"{'familiarity': 1, 'complexity': 5}",2024-03-24 10:31:47.454,2024-03-24 10:31:47.454,0
66000368e6ccc62f82a32285,b317fef8-c92f-4535-bd04-c19a522b55cb,task3,"{'familiarity': 4, 'complexity': 2}",2024-03-24 10:41:44.941,2024-03-24 10:41:44.941,0
66000630e6ccc62f82a32293,b317fef8-c92f-4535-bd04-c19a522b55cb,task1,"{'familiarity': 6, 'complexity': 5}",2024-03-24 10:53:36.233,2024-03-24 10:53:36.233,0
660007a8e6ccc62f82a3229d,b317fef8-c92f-4535-bd04-c19a522b55cb,task4,"{'familiarity': 3, 'complexity': 4}",2024-03-24 10:59:52.620,2024-03-24 10:59:52.620,0
6600195d58ea0c299cd8fff1,b1c82031-919e-4d06-bdcf-d39a5f4fd571,task3,"{'familiarity': 2, 'complexity': 3}",2024-03-24 12:15:25.491,2024-03-24 12:15:25.491,0
66001a4358ea0c299cd8fffd,b1c82031-919e-4d06-bdcf-d39a5f4fd571,task4,"{'familiarity': 6, 'complexity': 3}",2024-03-24 12:19:15.708,2024-03-24 12:19:15.708,0
66001b1d58ea0c299cd90009,b1c82031-919e-4d06-bdcf-d39a5f4fd571,task2,"{'familiarity': 2, 'complexity': 5}",2024-03-24 12:22:53.837,2024-03-24 12:22:53.837,0
66001b8c58ea0c299cd90013,b1c82031-919e-4d06-bdcf-d39a5f4fd571,task1,"{'familiarity': 2, 'complexity': 5}",2024-03-24 12:24:44.720,2024-03-24 12:24:44.720,0
66003d996f4f4fb5f1152266,e0169200-04bb-4fcf-9412-4fc24dbe0a2d,task4,"{'familiarity': 7, 'complexity': 3}",2024-03-24 14:50:01.933,2024-03-24 14:50:01.933,0
660040126f4f4fb5f115226d,a17a5f47-10ae-4381-bf49-2585e653550b,task1,"{'familiarity': 5, 'complexity': 1}",2024-03-24 15:00:34.007,2024-03-24 15:00:34.007,0
6600402b6f4f4fb5f115226f,a17a5f47-10ae-4381-bf49-2585e653550b,task1,"{'familiarity': 5, 'complexity': 1}",2024-03-24 15:00:59.131,2024-03-24 15:00:59.131,0
660040ce6f4f4fb5f115227d,a17a5f47-10ae-4381-bf49-2585e653550b,task2,"{'familiarity': 1, 'complexity': 7}",2024-03-24 15:03:42.373,2024-03-24 15:03:42.373,0
6600420a6f4f4fb5f1152287,a17a5f47-10ae-4381-bf49-2585e653550b,task4,"{'familiarity': 1, 'complexity': 7}",2024-03-24 15:08:58.208,2024-03-24 15:08:58.208,0
660043a66f4f4fb5f1152295,a17a5f47-10ae-4381-bf49-2585e653550b,task3,"{'familiarity': 3, 'complexity': 5}",2024-03-24 15:15:50.018,2024-03-24 15:15:50.018,0
66004f9ca660a1f97dc13811,86127e74-e542-49e9-bb5d-e719361182ec,task2,"{'familiarity': 2, 'complexity': 4}",2024-03-24 16:06:52.976,2024-03-24 16:06:52.976,0
66005001a660a1f97dc13817,e0169200-04bb-4fcf-9412-4fc24dbe0a2d,task1,"{'familiarity': 3, 'complexity': 5}",2024-03-24 16:08:33.866,2024-03-24 16:08:33.866,0
66005034a660a1f97dc1381f,86127e74-e542-49e9-bb5d-e719361182ec,task3,"{'familiarity': 4, 'complexity': 3}",2024-03-24 16:09:24.456,2024-03-24 16:09:24.456,0
660050eea660a1f97dc1382f,86127e74-e542-49e9-bb5d-e719361182ec,task1,"{'familiarity': 6, 'complexity': 2}",2024-03-24 16:12:30.796,2024-03-24 16:12:30.796,0
660051d5a660a1f97dc13839,e0169200-04bb-4fcf-9412-4fc24dbe0a2d,task3,"{'familiarity': 5, 'complexity': 4}",2024-03-24 16:16:21.353,2024-03-24 16:16:21.353,0
660051fca660a1f97dc1383b,86127e74-e542-49e9-bb5d-e719361182ec,task4,"{'familiarity': 6, 'complexity': 6}",2024-03-24 16:17:00.244,2024-03-24 16:17:00.244,0
66005247a660a1f97dc1383f,e0169200-04bb-4fcf-9412-4fc24dbe0a2d,task3,"{'familiarity': 5, 'complexity': 5}",2024-03-24 16:18:15.589,2024-03-24 16:18:15.589,0
660053e6a660a1f97dc13851,e0169200-04bb-4fcf-9412-4fc24dbe0a2d,task2,"{'familiarity': 3, 'complexity': 5}",2024-03-24 16:25:10.184,2024-03-24 16:25:10.184,0
66005636a660a1f97dc13862,f478a661-f283-4461-a207-0282dd60744b,task3,"{'familiarity': 5, 'complexity': 4}",2024-03-24 16:35:02.850,2024-03-24 16:35:02.850,0
660056d5a660a1f97dc1386a,f478a661-f283-4461-a207-0282dd60744b,task4,"{'familiarity': 7, 'complexity': 5}",2024-03-24 16:37:41.594,2024-03-24 16:37:41.594,0
660058dfa660a1f97dc13872,f478a661-f283-4461-a207-0282dd60744b,task2,"{'familiarity': 6, 'complexity': 3}",2024-03-24 16:46:23.774,2024-03-24 16:46:23.774,0
660059c5a660a1f97dc1387a,f478a661-f283-4461-a207-0282dd60744b,task1,"{'familiarity': 4, 'complexity': 5}",2024-03-24 16:50:13.450,2024-03-24 16:50:13.450,0
6600926f7c5a0351b75b6e6b,e3419c1d-008c-49f2-906e-0f96dbfcf42b,task4,"{'familiarity': 6, 'complexity': 4}",2024-03-24 20:51:59.201,2024-03-24 20:51:59.201,0
660093bf7c5a0351b75b6e73,e3419c1d-008c-49f2-906e-0f96dbfcf42b,task1,"{'familiarity': 3, 'complexity': 5}",2024-03-24 20:57:35.214,2024-03-24 20:57:35.214,0
6600947a7c5a0351b75b6e7b,e3419c1d-008c-49f2-906e-0f96dbfcf42b,task3,"{'familiarity': 5, 'complexity': 3}",2024-03-24 21:00:42.925,2024-03-24 21:00:42.925,0
660095057c5a0351b75b6e83,e3419c1d-008c-49f2-906e-0f96dbfcf42b,task2,"{'familiarity': 3, 'complexity': 5}",2024-03-24 21:03:01.239,2024-03-24 21:03:01.239,0
660097807c5a0351b75b6e94,72fc9bd9-85f5-43e9-9f0b-cb63d3563ac9,task1,"{'familiarity': 2, 'complexity': 6}",2024-03-24 21:13:36.848,2024-03-24 21:13:36.848,0
660098727c5a0351b75b6e9c,72fc9bd9-85f5-43e9-9f0b-cb63d3563ac9,task2,"{'familiarity': 1, 'complexity': 5}",2024-03-24 21:17:38.557,2024-03-24 21:17:38.557,0
660098f37c5a0351b75b6ea4,72fc9bd9-85f5-43e9-9f0b-cb63d3563ac9,task4,"{'familiarity': 7, 'complexity': 2}",2024-03-24 21:19:47.111,2024-03-24 21:19:47.111,0
66009a037c5a0351b75b6eac,72fc9bd9-85f5-43e9-9f0b-cb63d3563ac9,task3,"{'familiarity': 5, 'complexity': 3}",2024-03-24 21:24:19.394,2024-03-24 21:24:19.394,0
66010b753b5878b5d97b8d28,5c270f5f-aeee-4bb6-9815-fda21f68428c,task2,"{'familiarity': 1, 'complexity': 4}",2024-03-25 05:28:21.305,2024-03-25 05:28:21.305,0
66010c873b5878b5d97b8d3a,5c270f5f-aeee-4bb6-9815-fda21f68428c,task3,"{'familiarity': 1, 'complexity': 1}",2024-03-25 05:32:55.231,2024-03-25 05:32:55.231,0
66010cea3b5878b5d97b8d42,5c270f5f-aeee-4bb6-9815-fda21f68428c,task1,"{'familiarity': 1, 'complexity': 4}",2024-03-25 05:34:34.758,2024-03-25 05:34:34.758,0
66010d533b5878b5d97b8d4a,5c270f5f-aeee-4bb6-9815-fda21f68428c,task4,"{'complexity': 4, 'familiarity': 5}",2024-03-25 05:36:19.591,2024-03-25 05:36:19.591,0
66014e8c50294a699b2cf914,5dd39ec5-2da6-4741-b69c-c59a10e3b389,task3,"{'familiarity': 3, 'complexity': 4}",2024-03-25 10:14:36.504,2024-03-25 10:14:36.504,0
6601595d25a2cd6cc4ff730b,f2806838-ff5b-4b7f-b9d8-7c4f1981c65f,task4,"{'familiarity': 4, 'complexity': 5}",2024-03-25 11:00:45.387,2024-03-25 11:00:45.387,0
66015a8225a2cd6cc4ff731f,f2806838-ff5b-4b7f-b9d8-7c4f1981c65f,task1,"{'familiarity': 5, 'complexity': 3}",2024-03-25 11:05:38.237,2024-03-25 11:05:38.237,0
66015b0625a2cd6cc4ff7329,f2806838-ff5b-4b7f-b9d8-7c4f1981c65f,task3,"{'familiarity': 6, 'complexity': 3}",2024-03-25 11:07:50.051,2024-03-25 11:07:50.051,0
66015b8625a2cd6cc4ff7333,f2806838-ff5b-4b7f-b9d8-7c4f1981c65f,task2,"{'familiarity': 1, 'complexity': 1}",2024-03-25 11:09:58.780,2024-03-25 11:09:58.780,0
6601782141f2745816d1d139,5dd39ec5-2da6-4741-b69c-c59a10e3b389,task4,"{'familiarity': 1, 'complexity': 7}",2024-03-25 13:12:01.030,2024-03-25 13:12:01.030,0
66017a0b41f2745816d1d143,5dd39ec5-2da6-4741-b69c-c59a10e3b389,task2,"{'familiarity': 1, 'complexity': 1}",2024-03-25 13:20:11.849,2024-03-25 13:20:11.849,0
66017a8841f2745816d1d14f,5dd39ec5-2da6-4741-b69c-c59a10e3b389,task1,"{'familiarity': 1, 'complexity': 6}",2024-03-25 13:22:16.614,2024-03-25 13:22:16.614,0
66020237cb0643d92766370c,d29e7a03-9f25-403b-8641-7517c102ac5a,task1,"{'familiarity': 4, 'complexity': 4}",2024-03-25 23:01:11.522,2024-03-25 23:01:11.522,0
6602038fcb0643d927663716,d29e7a03-9f25-403b-8641-7517c102ac5a,task2,"{'familiarity': 1, 'complexity': 7}",2024-03-25 23:06:55.739,2024-03-25 23:06:55.739,0
66020460cb0643d927663720,d29e7a03-9f25-403b-8641-7517c102ac5a,task4,"{'familiarity': 4, 'complexity': 3}",2024-03-25 23:10:24.625,2024-03-25 23:10:24.625,0
6602057fcb0643d92766372a,d29e7a03-9f25-403b-8641-7517c102ac5a,task3,"{'familiarity': 2, 'complexity': 7}",2024-03-25 23:15:11.621,2024-03-25 23:15:11.621,0
6602d7993c91cc59f7d9337e,4d39d30d-9b3f-4d5e-93af-5828a3eadc28,task2,"{'familiarity': 1, 'complexity': 3}",2024-03-26 14:11:37.380,2024-03-26 14:11:37.380,0
6602d82e3c91cc59f7d9338a,4d39d30d-9b3f-4d5e-93af-5828a3eadc28,task3,"{'familiarity': 2, 'complexity': 4}",2024-03-26 14:14:06.756,2024-03-26 14:14:06.756,0
6602d8863c91cc59f7d93392,4d39d30d-9b3f-4d5e-93af-5828a3eadc28,task1,"{'familiarity': 2, 'complexity': 5}",2024-03-26 14:15:34.039,2024-03-26 14:15:34.039,0
6602d8d13c91cc59f7d9339a,4d39d30d-9b3f-4d5e-93af-5828a3eadc28,task4,"{'familiarity': 2, 'complexity': 3}",2024-03-26 14:16:49.903,2024-03-26 14:16:49.903,0
660324b29bf1903d09c6638d,46d11cbc-fd71-4d85-b96c-dc54cf3a823f,task3,"{'complexity': 2, 'familiarity': 3}",2024-03-26 19:40:34.446,2024-03-26 19:40:34.446,0
66032f283fd0e82602614ce2,7a0d8dac-f17f-42c4-8962-ebb9277128ef,task4,"{'familiarity': 3, 'complexity': 5}",2024-03-26 20:25:12.921,2024-03-26 20:25:12.921,0
660330663fd0e82602614cec,7a0d8dac-f17f-42c4-8962-ebb9277128ef,task1,"{'familiarity': 3, 'complexity': 2}",2024-03-26 20:30:30.157,2024-03-26 20:30:30.157,0
660331603fd0e82602614cf6,7a0d8dac-f17f-42c4-8962-ebb9277128ef,task3,"{'familiarity': 5, 'complexity': 2}",2024-03-26 20:34:40.111,2024-03-26 20:34:40.111,0
660331fb3fd0e82602614d00,7a0d8dac-f17f-42c4-8962-ebb9277128ef,task2,"{'familiarity': 5, 'complexity': 2}",2024-03-26 20:37:15.648,2024-03-26 20:37:15.648,0
